"SORT","TECTNO","TECTCODE","TECTNAME","TECTTYPE","LITHOLOGY","TECTSETTIN","TSETT_QUAL","PARENTCODE","PARENTNAME","PARENTTYPE","STATE","WATECTUNIT","SSUITE_TEC","SUITE_TEC","CRATON","SUPERTERRA","CRATON_TER","DOMAIN_","GREENSTONE","SUPERBASIN","BASIN","SUBBASIN","SUBBASIN_E","OROGEN","PROVINCE","PROV_TZONE","TECT_SUBDI","OROG_FOR","OROG_FORSU","IN_OUTLIER","EVENTS","ERA_FROM","ERA_TO","MAX_AGE_MA","MIN_AGE_MA","TECTCOLOUR","SYMBOL"
"2","203","WBT","Troubador Terrace","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Troubador Terrace","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","209","WBU","Sahul Syncline","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Sahul Syncline","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","208","WBV","Vulcan Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","WB","Northern Bonaparte Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Bonaparte Basin","Vulcan Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Outboard Bonaparte uplift/erosion (154 - 152 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","69","WCA","Barrow Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Barrow Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - southern NW Shelf (220 - 138 Ma); Dampier–Barrow rift onset (195 - 191 Ma); Bedout Movement (259.8 - 252.17 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","152","WCB","Beagle Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Beagle Sub-basin","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma); Bedout Movement (259.8 - 252.17 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","84","WCD","Dampier Sub-basin","Sub-basin","sedimentary rocks","basin","continental margin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Dampier Sub-basin","","","","","","","","","East Dampier uplift and erosion (160 - 158 Ma); Gondwana breakup - southern NW Shelf (220 - 138 Ma); Dampier–Barrow rift onset (195 - 191 Ma); Bedout Movement (259.8 - 252.17 Ma)","Paleozoic","Cenozoic","299","0","MZ-s","MESOZOIC; sedimentary rocks"
"3","150","WCE","Exmouth Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Exmouth Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Exmouth rift onset (145 - 144 Ma); Gondwana breakup - southern NW Shelf (220 - 138 Ma); Gondwana breakup - western margin (210 - 125 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","162","WCI","Investigator Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","marginal basin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Investigator Sub-basin","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Paleozoic","Cenozoic","323","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"2","149","WCL","Lambert Shelf","Sub-basin","sedimentary rocks","basin","continental platform","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Lambert Shelf","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Mesozoic","Cenozoic","252","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","147","WCP","Peedamullah Shelf","Sub-basin","sedimentary rocks","basin","continental platform","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Peedamullah Shelf","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Paleozoic","Cenozoic","359","0","MZ-s","MESOZOIC; sedimentary rocks"
"2","161","WCR","Rankin Platform","Sub-basin","sedimentary rocks","basin","marginal basin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Rankin Platform","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Mesozoic","Cenozoic","252","0","MZ-s","MESOZOIC; sedimentary rocks"
"3","160","WCW","Wombat Plateau","Sub-basin","sedimentary and volcanic rocks","basin","marginal basin","WC","Northern Carnarvon Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Northern Carnarvon Basin","Wombat Plateau","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Mesozoic","Cenozoic","252","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"10","241","WD","Waldburg Dolerite","Suite","mafic/ultramafic intrusive/extrusive rocks","igneous","mafic dyke swarm","LIP","Large igneous provinces and dyke swarms","WA Unit","Western Australia","Large igneous provinces and dyke swarms","","Waldburg Dolerite","","","","","","","","","","","","","","","","","Mutherbukin Tectonic Event (1321 - 1171 Ma); Edmundian Orogeny (1026 - 954 Ma); Waldburg Dolerite Magmatic Event (1513 - 1500 Ma)","Mesoproterozoic","Mesoproterozoic","1513","1500","P_M-LIP","MESOPROTEROZOIC; mafic/ultramafic intrusive/extrusive rocks"
"3","363","WEB","Barcoo Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Barcoo Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","364","WEC","Caswell Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Caswell Sub-basin","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","365","WEL","Leveque Shelf","Sub-basin","sedimentary and volcanic rocks","basin","continental platform","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Leveque Shelf","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","409","WEP","Seringapatam Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Seringapatam Sub-basin","","","","","","","","","Gondwana breakup - northern NW Shelf (320 - 138 Ma); Timorese Collision (20 - 0.01 Ma)","Paleozoic","Cenozoic","359","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","366","WES","Scott Plateau","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Scott Plateau","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","367","WEY","Yampi Shelf","Sub-basin","sedimentary and volcanic rocks","basin","continental platform","WE","Browse Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Browse Basin","Yampi Shelf","","","","","","","","","Timorese Collision (20 - 0.01 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"11","20","WI","Widgiemooltha Large Igneous Province","Supersuite","mafic/ultramafic intrusive/extrusive rocks","igneous","large igneous province","LIP","Large igneous provinces and dyke swarms","WA Unit","Western Australia","Large igneous provinces and dyke swarms","Widgiemooltha Large Igneous Province","","","","","","","","","","","","","","","","","","Widgiemooltha Supersuite Magmatic Event (2420 - 2400 Ma)","Paleoproterozoic","Paleoproterozoic","2420","2400","P_P-LIP","PALEOPROTEROZOIC; mafic/ultramafic intrusive/extrusive rocks"
"24","89","WJ","Wotjulum Porphyry","Suite","granitic rocks","igneous","undivided","NAC","North Australian Craton","WA Unit","Western Australia","North Australian Craton","","Wotjulum Porphyry","","","","","","","","","","","","","","","","","North Australian Craton events (2500 - 250 Ma)","Paleoproterozoic","Paleoproterozoic","1740","1725","P_P-g","PALEOPROTEROZOIC; granitic rocks"
"10","24","WK","Warakurna Large Igneous Province","Supersuite","mafic/ultramafic intrusive/extrusive rocks","igneous","large igneous province","LIP","Large igneous provinces and dyke swarms","WA Unit","Western Australia","Large igneous provinces and dyke swarms","Warakurna Large Igneous Province","","","","","","","","","","","","","","","","","","Alice Springs Orogeny (450 - 295 Ma); Petermann Orogeny (580 - 520 Ma); Paterson Orogeny (635 - 540 Ma); Warakurna Supersuite Magmatic Event (1084 - 1040 Ma); Giles Event (1085 - 1040 Ma)","Mesoproterozoic","Mesoproterozoic","1084","1040","P_M-LIP","MESOPROTEROZOIC; mafic/ultramafic intrusive/extrusive rocks"
"3","407","WLP","Wallaby Plateau","Basin","sedimentary and volcanic rocks","basin","oceanic basin","PHB","Phanerozoic basins","WA Unit","Western Australia","Phanerozoic basins","","","","","","","","","Wallaby Plateau","","","","","","","","","","Gondwana breakup - western margin (210 - 125 Ma); Cuvier breakup (139 - 138 Ma)","Mesozoic","Cenozoic","163","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"19","123","WN","Wongawobbin Basin","Basin","sedimentary and volcanic rocks","basin","undivided","WAC","West Australian Craton","WA Unit","Western Australia","West Australian Craton","","","","","","","","","Wongawobbin Basin","","","","","","","","","","Edmundian Orogeny (1026 - 954 Ma)","Mesoproterozoic","Mesoproterozoic","1318","1050","P_M-sv","MESOPROTEROZOIC; sedimentary and volcanic rocks"
"3","368","WOB","Bedout Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WO","Roebuck Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Roebuck Basin","Bedout Sub-basin","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma); Bedout Movement (259.8 - 252.17 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","323","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"3","370","WOO","Oobagooma Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WO","Roebuck Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Roebuck Basin","Oobagooma Sub-basin","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma); Fitzroy Movement (237 - 199 Ma); Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","419","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"2","371","WOP","Pardoo Shelf","Sub-basin","sedimentary rocks","basin","continental platform","WO","Roebuck Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Roebuck Basin","Pardoo Shelf","","","","","","","","","Gondwana breakup - southern NW Shelf (220 - 138 Ma)","Paleozoic","Cenozoic","323","0","MZ-s","MESOZOIC; sedimentary rocks"
"3","369","WOR","Rowley Sub-basin","Sub-basin","sedimentary and volcanic rocks","basin","continental margin","WO","Roebuck Basin","Basin","Western Australia","Phanerozoic basins","","","","","","","","Westralian Superbasin","Roebuck Basin","Rowley Sub-basin","","","","","","","","","Gondwana breakup - northern NW Shelf (320 - 138 Ma)","Paleozoic","Cenozoic","299","0","MZ-sv","MESOZOIC; sedimentary and volcanic rocks"
"31","109","WR","Warumpi Province","Province","igneous and metamorphic rocks","orogen","undivided","ARO","Arunta Orogen","Orogen","Western Australia","North Australian Craton","","","","","","","","","","","","Arunta Orogen","Warumpi Province","","","","","","Alice Springs Orogeny (450 - 295 Ma); Liebig Orogeny (1640 - 1630 Ma); Argilke Event (1690 - 1650 Ma)","Paleoproterozoic","Paleoproterozoic","1690","1600","P_P-im","PALEOPROTEROZOIC; igneous and metamorphic rocks"
"12","288","WW","Warrawoona  Large Igneous Province","Domain","mafic/ultramafic intrusive/extrusive rocks","igneous","large igneous province","PEP","East Pilbara Terrane","Craton Terrane","Western Australia","West Australian Craton","","","Pilbara Craton","","East Pilbara Terrane","Warrawoona  Large Igneous Province","","","","","","","","","","","","","Pilbara Craton breakup (2775 - 2445 Ma); Split Rock Supersuite Magmatic Event (2890 - 2830 Ma); North Pilbara Orogeny (2955 - 2919 Ma); Prinsep Orogeny (3068 - 3066 Ma); East Pilbara Terrane Rifting Event (3220 - 3165 Ma); Emu Pool Event (3300 - 3290 Ma); Warrawoona Event (3430 - 3410 Ma)","Paleoarchean","Paleoarchean","3530","3424","AP-LIP","PALEOARCHEAN; mafic/ultramafic intrusive/extrusive rocks"
"22","220","WY","Wooly Basin","Basin","sedimentary rocks","basin","undivided","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Wooly Basin","","","Capricorn Orogen","","","","","","","Capricorn Orogeny (1817 - 1772 Ma)","Paleoproterozoic","Paleoproterozoic","2208","2010","P_P-s","PALEOPROTEROZOIC; sedimentary rocks"
"41","11","Y","Yilgarn Craton","Craton","granite-greenstones","craton","granite-greenstone","WAC","West Australian Craton","WA Unit","Western Australia","West Australian Craton","","","Yilgarn Craton","","","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Eoarchean","Neoarchean","4000","2600","A-gg","ARCHEAN; granite-greenstones"
"20","134","YA","Yandanooka Basin","Basin","sedimentary rocks","basin","continental margin","PJO","Pinjarra Orogen","Orogen","Western Australia","","","","","","","","","","Yandanooka Basin","","","Pinjarra Orogen","","","","","","","Leeuwin Orogeny (780 - 515 Ma)","Mesoproterozoic","Mesoproterozoic","1600","1000","P_M-s","MESOPROTEROZOIC; sedimentary rocks"
"37","261","YBU","Burtville Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","YEG","Eastern Goldfields Superterrane","Superterrane","Western Australia","West Australian Craton","","","Yilgarn Craton","Eastern Goldfields Superterrane","Burtville Terrane","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Eastern Goldfields Superterrane events (2960 - 2600 Ma)","Mesoarchean","Neoarchean","2960","2660","AN-gg","NEOARCHEAN; granite-greenstones"
"37","28","YEG","Eastern Goldfields Superterrane","Superterrane","granite-greenstones","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","Eastern Goldfields Superterrane","","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Eastern Goldfields Superterrane events (2960 - 2600 Ma)","Mesoarchean","Neoarchean","2960","2630","AN-gg","NEOARCHEAN; granite-greenstones"
"45","223","YG","Yilgarn Craton granites","Supersuite","granitic rocks","igneous","undivided","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","Yilgarn Craton granites","","Yilgarn Craton","","","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma)","Mesoarchean","Neoarchean","3010","2600","A-g","ARCHEAN; granitic rocks"
"38","304","YGD","Yilgarn Craton, Goodin Inlier","Inlier/Outlier","granite-greenstones","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","","","","","","","","","","","","","","Yilgarn Craton, Goodin Inlier","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Mesoarchean","Neoarchean","3131","2600","AMN-gg","MESOARCHEAN-NEOARCHEAN; granite-greenstones"
"38","287","YMA","Yilgarn Craton, Marymia Inlier","Inlier/Outlier","granite-greenstones","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","","","","","","","","","","","","","","Yilgarn Craton, Marymia Inlier","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Mesoarchean","Neoarchean","3131","2600","AMN-gg","MESOARCHEAN-NEOARCHEAN; granite-greenstones"
"37","299","YMC","Yilgarn Craton, Malmac Inlier","Inlier/Outlier","granite-greenstones","craton","undivided","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","","","","","","","","","","","","","","Yilgarn Craton, Malmac Inlier","Stanley Fold Belt deformation (2005 - 1620 Ma); Yilgarn Craton granite magmatism (3010 - 2600 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Neoarchean","Neoarchean","2650","2600","AN-gg","NEOARCHEAN; granite-greenstones"
"53","224","YNA","Narryer Terrane","Craton Terrane","igneous and metamorphic rocks","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","Narryer Terrane","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Narryer Terrane events (4000 - 2600 Ma)","Eoarchean","Neoarchean","4000","2600","A-im","ARCHEAN; igneous and metamorphic rocks"
"50","230","YNAY","Yarlarweelor Gneiss Complex, Narryer Terrane","Orogen","igneous and metamorphic rocks","orogen","intracratonic orogen","WAC","West Australian Craton","WA Unit","Western Australia","West Australian Craton","","","","","","","","","","","","Yarlarweelor Gneiss Complex, Narryer Terrane","","","","","","","Capricorn Orogeny (1817 - 1772 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Eoarchean","Paleoproterozoic","4000","1772","AP_P-im","ARCHEAN-PALEOPROTEROZOIC; igneous and metamorphic rocks"
"21","122","YR","Yerrida Basin","Basin","sedimentary and volcanic rocks","basin","undivided","CPO","Capricorn Orogen","Orogen","Western Australia","West Australian Craton","","","","","","","","","Yerrida Basin","","","Capricorn Orogen","","","","","","","Capricorn Orogeny (1817 - 1772 Ma)","Paleoproterozoic","Paleoproterozoic","2170","1600","P_P-sv","PALEOPROTEROZOIC; sedimentary and volcanic rocks"
"47","292","YSW","South West Terrane","Craton Terrane","igneous, sedimentary, and metamorphic rocks","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","South West Terrane","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Yilgarn Craton events (4000 - 2600 Ma)","Mesoarchean","Neoarchean","3100","2650","AMN-ism","MESOARCHEAN-NEOARCHEAN; igneous, sedimentary and metamorphic rocks"
"37","35","YYA","Yamarna Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","YEG","Eastern Goldfields Superterrane","Superterrane","Western Australia","West Australian Craton","","","Yilgarn Craton","Eastern Goldfields Superterrane","Yamarna Terrane","","","","","","","","","","","","","","Tropicana Event (2520 - 2505 Ma); Yilgarn Craton granite magmatism (3010 - 2600 Ma); Eastern Goldfields Superterrane events (2960 - 2600 Ma)","Neoarchean","Neoarchean","2750","2650","AN-gg","NEOARCHEAN; granite-greenstones"
"38","26","YYO","Youanmi Terrane","Craton Terrane","granite-greenstones","craton","granite-greenstone","Y","Yilgarn Craton","Craton","Western Australia","West Australian Craton","","","Yilgarn Craton","","Youanmi Terrane","","","","","","","","","","","","","","Yilgarn Craton granite magmatism (3010 - 2600 Ma); Youanmi Terrane events (3131 - 2600 Ma)","Mesoarchean","Neoarchean","3131","2700","AMN-gg","MESOARCHEAN-NEOARCHEAN; granite-greenstones"
