cell_ID,slope,slope_Factor
4371,0.002831,0.976208
4372,0.002287,0.980775
4373,0.012133,0.898025
4374,0.015587,0.868991
4375,0.029419,0.752735
4376,0.001829,0.984625
4377,0.026545,0.776887
4378,0.004393,0.963081
4379,0.003904,0.967184
4380,0.005558,0.953283
4381,0.016158,0.864189
4382,0.016930,0.857701
4383,0.005542,0.953421
4384,0.013457,0.886895
4385,0.016570,0.860727
4386,0.015251,0.871814
4387,0.014292,0.879877
4388,0.005203,0.956269
4389,0.013937,0.882859
4390,0.002859,0.975972
4391,0.010772,0.909458
4392,0.011648,0.902099
4393,0.007463,0.937276
4394,0.011939,0.899650
4395,0.005188,0.956398
4396,0.008056,0.932293
4397,0.013505,0.886487
4398,0.004799,0.959664
4399,0.004503,0.962153
4400,0.019556,0.835628
4401,0.004285,0.963980
4402,0.017221,0.855257
4403,0.004502,0.962160
4404,0.009477,0.920348
4405,0.019156,0.838994
4406,0.007266,0.938931
4407,0.013771,0.884258
4408,0.013201,0.889050
4409,0.026823,0.774555
4410,0.000157,0.998676
4411,0.017894,0.849599
4412,0.025184,0.788332
4413,0.012651,0.893672
4414,0.018916,0.841010
4415,0.030722,0.741781
4416,0.031752,0.733126
4417,0.023469,0.802746
4418,0.030331,0.745065
4419,0.019188,0.838726
4420,0.016900,0.857958
4421,0.017575,0.852280
4422,0.000228,0.998086
4423,0.008727,0.926650
4424,0.002795,0.976506
4425,0.011434,0.903897
4426,0.004911,0.958724
4427,0.003672,0.969136
4428,0.008501,0.928551
4429,0.013493,0.886592
4430,0.009450,0.920572
4431,0.023113,0.805739
4432,0.002987,0.974891
4433,0.001419,0.988070
4434,0.017920,0.849379
4435,0.000000,1.000000
4436,0.000000,1.000000
4437,0.032364,0.727979
4438,0.010240,0.913930
4439,0.048320,0.593868
4440,0.005365,0.954907
4441,0.030732,0.741697
4442,0.028007,0.764604
4443,0.042235,0.645015
4444,0.000000,1.000000
4445,0.000000,1.000000
4446,0.012859,0.891921
4447,0.020017,0.831757
4448,0.025740,0.783654
4449,0.000358,0.996994
4450,0.021688,0.817713
4451,0.005195,0.956332
4452,0.016507,0.861258
4453,0.000000,1.000000
4454,0.000000,1.000000
4455,0.001526,0.987177
4456,0.000000,1.000000
4457,0.031547,0.734849
4458,0.012891,0.891648
4459,0.017812,0.850289
4460,0.012739,0.892925
4461,0.028937,0.756781
4462,0.032476,0.727037
4463,0.018766,0.842271
4464,0.028184,0.763115
4465,0.006185,0.948014
4466,0.018129,0.847625
4467,0.018082,0.848018
4468,0.007127,0.940096
4469,0.005701,0.952080
4470,0.013900,0.883170
4471,0.002149,0.981936
4472,0.024144,0.797066
4473,0.005720,0.951923
4474,0.009316,0.921698
4475,0.005093,0.957191
4476,0.014950,0.874343
4477,0.002149,0.981936
4478,0.026574,0.776649
4479,0.043234,0.636614
4480,0.022394,0.811775
4481,0.005134,0.956847
4482,0.016772,0.859029
4483,0.000000,1.000000
4484,0.045161,0.620425
4485,0.046812,0.606548
4486,0.013153,0.889447
4487,0.037175,0.687547
4488,0.011602,0.902488
4489,0.022115,0.814127
4490,0.001893,0.984086
4491,0.012895,0.891616
4492,0.011088,0.906807
4493,0.010810,0.909141
4494,0.007174,0.939702
4495,0.012307,0.896560
4496,0.057918,0.513198
4497,0.009302,0.921815
4498,0.025917,0.782165
4499,0.002912,0.975524
4500,0.006803,0.942819
4501,0.007910,0.933516
4502,0.011940,0.899644
4503,0.015560,0.869222
4504,0.032925,0.723263
4505,0.029020,0.756088
4506,0.024721,0.792220
4507,0.024701,0.792390
4508,0.023562,0.801965
4509,0.025382,0.786660
4510,0.019968,0.832167
4511,0.016237,0.863531
4512,0.005000,0.957976
4513,0.023593,0.801699
4514,0.019224,0.838421
4515,0.012331,0.896356
4516,0.016455,0.861698
4517,0.010356,0.912956
4518,0.006492,0.945433
4519,0.010485,0.911872
4520,0.018385,0.845477
4521,0.004692,0.960561
4522,0.009337,0.921520
4523,0.032456,0.727204
4524,0.020267,0.829656
4525,0.030705,0.741923
4526,0.020264,0.829683
4527,0.028997,0.756279
4528,0.021539,0.818965
4529,0.017396,0.853784
4530,0.020845,0.824798
4531,0.000000,1.000000
4532,0.012694,0.893304
4533,0.018091,0.847943
4534,0.013117,0.889755
4535,0.024400,0.794916
4536,0.006823,0.942655
4537,0.031559,0.734748
4538,0.031613,0.734288
4539,0.014160,0.880988
4540,0.008473,0.928780
4541,0.030910,0.740198
4542,0.013017,0.890592
4543,0.004510,0.962091
4544,0.022116,0.814114
4545,0.000000,1.000000
4546,0.008468,0.928829
4547,0.013503,0.886508
4548,0.029117,0.755268
4549,0.010709,0.909991
4550,0.026106,0.780580
4551,0.004503,0.962153
4552,0.002044,0.982823
4553,0.005845,0.950871
4554,0.024101,0.797431
4555,0.028291,0.762217
4556,0.022846,0.807981
4557,0.008263,0.930552
4558,0.007308,0.938576
4559,0.006205,0.947847
4560,0.011859,0.900322
4561,0.014902,0.874750
4562,0.006451,0.945779
4563,0.034456,0.710394
4564,0.000886,0.992552
4565,0.022671,0.809446
4566,0.008729,0.926634
4567,0.008192,0.931146
4568,0.005864,0.950712
4569,0.018001,0.848699
4570,0.040008,0.663732
4571,0.006124,0.948528
4572,0.010685,0.910190
4573,0.012916,0.891439
4574,0.036697,0.691565
4575,0.047476,0.600968
4576,0.010875,0.908599
4577,0.035198,0.704159
4578,0.029371,0.753132
4579,0.025036,0.789573
4580,0.025442,0.786161
4581,0.021702,0.817596
4582,0.018751,0.842394
4583,0.008389,0.929490
4584,0.005491,0.953850
4585,0.011233,0.905587
4586,0.031270,0.737175
4587,0.009416,0.920861
4588,0.016391,0.862232
4589,0.026820,0.774581
4590,0.013089,0.889988
4591,0.029614,0.751096
4592,0.020927,0.824112
4593,0.008658,0.927227
4594,0.022319,0.812405
4595,0.029816,0.749393
4596,0.021032,0.823226
4597,0.008036,0.932460
4598,0.019868,0.833009
4599,0.026720,0.775418
4600,0.001806,0.984821
4601,0.037151,0.687748
4602,0.020617,0.826711
4603,0.006884,0.942144
4604,0.006641,0.944185
4605,0.003152,0.973509
4606,0.014407,0.878907
4607,0.011236,0.905559
4608,0.004899,0.958820
4609,0.006546,0.944981
4610,0.004225,0.964488
4611,0.045683,0.616030
4612,0.012900,0.891579
4613,0.011561,0.902831
4614,0.007915,0.933471
4615,0.001517,0.987252
4616,0.011133,0.906425
4617,0.008545,0.928181
4618,0.000000,1.000000
4619,0.006861,0.942336
4620,0.006301,0.947039
4621,0.013802,0.883991
4622,0.026180,0.779955
4623,0.009009,0.924275
4624,0.025428,0.786275
4625,0.030435,0.744192
4626,0.017732,0.850958
4627,0.015409,0.870489
4628,0.003184,0.973238
4629,0.013755,0.884391
4630,0.002071,0.982596
4631,0.013979,0.882503
4632,0.022263,0.812875
4633,0.021163,0.822122
4634,0.013685,0.884981
4635,0.001492,0.987456
4636,0.031618,0.734255
4637,0.002301,0.980662
4638,0.009697,0.918497
4639,0.026732,0.775316
4640,0.019354,0.837326
4641,0.019805,0.833536
4642,0.034583,0.709330
4643,0.000000,1.000000
4644,0.002657,0.977671
4645,0.003297,0.972292
4646,0.046246,0.611299
4647,0.028998,0.756275
4648,0.029520,0.751887
4649,0.047876,0.597598
4650,0.013114,0.889778
4651,0.017264,0.854895
4652,0.004011,0.966287
4653,0.016860,0.858291
4654,0.026690,0.775673
4655,0.014851,0.875174
4656,0.028202,0.762959
4657,0.023744,0.800428
4658,0.016538,0.860998
4659,0.026766,0.775036
4660,0.021064,0.822955
4661,0.023992,0.798351
4662,0.014861,0.875089
4663,0.001996,0.983222
4664,0.020382,0.828692
4665,0.026921,0.773728
4666,0.000000,1.000000
4667,0.013685,0.884981
4668,0.003695,0.968946
4669,0.025983,0.781611
4670,0.020582,0.827006
4671,0.026894,0.773952
4672,0.026661,0.775912
4673,0.000037,0.999693
4674,0.001611,0.986459
4675,0.030192,0.746238
4676,0.014365,0.879260
4677,0.017178,0.855616
4678,0.002182,0.981657
4679,0.009640,0.918975
4680,0.010409,0.912511
4681,0.004673,0.960721
4682,0.007513,0.936857
4683,0.017910,0.849464
4684,0.011529,0.903103
4685,0.013034,0.890452
4686,0.005882,0.950561
4687,0.012863,0.891889
4688,0.005267,0.955734
4689,0.000000,1.000000
4690,0.011484,0.903477
4691,0.004644,0.960965
4692,0.002840,0.976131
4693,0.012702,0.893238
4694,0.015621,0.868707
4695,0.008589,0.927813
4696,0.008182,0.931228
4697,0.018731,0.842567
4698,0.001445,0.987856
4699,0.004912,0.958718
4700,0.003332,0.971992
4701,0.003166,0.973393
4702,0.014206,0.880597
4703,0.011007,0.907489
4704,0.009157,0.923034
4705,0.027973,0.764890
4706,0.001191,0.989988
4707,0.009980,0.916121
4708,0.015211,0.872154
4709,0.002053,0.982744
4710,0.033708,0.716682
4711,0.006768,0.943115
4712,0.008656,0.927245
4713,0.002150,0.981930
4714,0.004008,0.966312
4715,0.001853,0.984426
4716,0.002076,0.982549
4717,0.004781,0.959812
4718,0.005441,0.954272
4719,0.015914,0.866245
4720,0.010999,0.907554
4721,0.003564,0.970049
4722,0.019960,0.832232
4723,0.012773,0.892639
4724,0.019899,0.832745
4725,0.002609,0.978073
4726,0.001602,0.986532
4727,0.017658,0.851581
4728,0.001403,0.988206
4729,0.036757,0.691061
4730,0.004171,0.964939
4731,0.026973,0.773289
4732,0.019179,0.838796
4733,0.006881,0.942166
4734,0.000000,1.000000
4735,0.015182,0.872399
4736,0.007168,0.939751
4737,0.004843,0.959298
4738,0.042582,0.642099
4739,0.029108,0.755350
4740,0.007371,0.938046
4741,0.019334,0.837500
4742,0.021290,0.821058
4743,0.001440,0.987895
4744,0.008661,0.927207
4745,0.005081,0.957298
4746,0.010081,0.915269
4747,0.000465,0.996095
4748,0.010878,0.908570
4749,0.005582,0.953087
4750,0.005476,0.953972
4751,0.004507,0.962118
4752,0.025133,0.788761
4753,0.005520,0.953606
4754,0.006292,0.947117
4755,0.021825,0.816558
4756,0.010937,0.908079
4757,0.010884,0.908520
4758,0.002644,0.977780
4759,0.010592,0.910972
4760,0.004838,0.959336
4761,0.012033,0.898863
4762,0.017691,0.851309
4763,0.015940,0.866025
4764,0.004757,0.960021
4765,0.003002,0.974765
4766,0.006694,0.943738
4767,0.013055,0.890271
4768,0.019637,0.834954
4769,0.002903,0.975601
4770,0.003556,0.970111
4771,0.002154,0.981898
4772,0.000000,1.000000
4773,0.003556,0.970111
4774,0.000000,1.000000
4775,0.006279,0.947226
4776,0.003435,0.971126
4777,0.024530,0.793825
4778,0.002621,0.977968
4779,0.017304,0.854558
4780,0.001996,0.983222
4781,0.012234,0.897171
4782,0.023127,0.805621
4783,0.023585,0.801764
4784,0.022991,0.806762
4785,0.006904,0.941974
4786,0.013016,0.890601
4787,0.011082,0.906857
4788,0.004468,0.962447
4789,0.031223,0.737568
4790,0.004468,0.962447
4791,0.012698,0.893277
4792,0.005730,0.951839
4793,0.043421,0.635044
4794,0.004644,0.960965
4795,0.009467,0.920430
4796,0.021585,0.818582
4797,0.000875,0.992642
4798,0.000000,1.000000
4799,0.014407,0.878909
4800,0.015426,0.870344
4801,0.034667,0.708622
4802,0.008020,0.932588
4803,0.000000,1.000000
4804,0.001531,0.987135
4805,0.059488,0.500000
4806,0.041891,0.647903
4807,0.015804,0.867170
4808,0.023297,0.804191
4809,0.004135,0.965242
4810,0.020564,0.827158
4811,0.004864,0.959118
4812,0.001666,0.985993
4813,0.004845,0.959279
4814,0.008103,0.931892
4815,0.003464,0.970882
4816,0.011029,0.907300
4817,0.004576,0.961535
4818,0.007478,0.937148
4819,0.008419,0.929235
4820,0.006215,0.947760
4821,0.001073,0.990978
4822,0.030489,0.743739
4823,0.003579,0.969917
4824,0.007329,0.938396
4825,0.016301,0.862994
4826,0.018638,0.843346
4827,0.006468,0.945633
4828,0.013316,0.888077
4829,0.003734,0.968620
4830,0.005803,0.951226
4831,0.021527,0.819062
4832,0.013398,0.887393
4833,0.024079,0.797612
4834,0.014543,0.877768
4835,0.010446,0.912205
4836,0.008795,0.926081
4837,0.006560,0.944860
4838,0.012055,0.898678
4839,0.012275,0.896829
4840,0.020663,0.826331
4841,0.003114,0.973826
4842,0.014254,0.880195
4843,0.001697,0.985733
4844,0.011407,0.904125
4845,0.001855,0.984409
4846,0.019062,0.839784
4847,0.039187,0.670634
4848,0.018935,0.840851
4849,0.012114,0.898184
4850,0.019111,0.839371
4851,0.003721,0.968723
4852,0.021923,0.815741
4853,0.005925,0.950203
4854,0.035556,0.701149
4855,0.002023,0.982996
4856,0.013244,0.888688
4857,0.009860,0.917123
4858,0.017712,0.851129
4859,0.004405,0.962974
4860,0.010701,0.910060
4861,0.016131,0.864416
4862,0.004147,0.965148
4863,0.022474,0.811109
4864,0.021558,0.818803
4865,0.013611,0.885601
4866,0.020028,0.831665
4867,0.023325,0.803955
4868,0.009767,0.917906
4869,0.011949,0.899570
4870,0.020622,0.826674
4871,0.006442,0.945855
4872,0.007605,0.936076
4873,0.009978,0.916134
4874,0.002801,0.976460
4875,0.004534,0.961893
4876,0.003684,0.969032
4877,0.023463,0.802795
4878,0.012761,0.892748
4879,0.023537,0.802170
4880,0.004062,0.965861
4881,0.033134,0.721504
4882,0.030767,0.741406
4883,0.010637,0.910595
4884,0.012672,0.893496
4885,0.000000,1.000000
4886,0.013630,0.885437
4887,0.023291,0.804242
4888,0.022596,0.810084
4889,0.018145,0.847490
4890,0.018876,0.841349
4891,0.017213,0.855327
4892,0.005100,0.957138
4893,0.017257,0.854954
4894,0.021475,0.819502
4895,0.009716,0.918339
4896,0.004782,0.959810
4897,0.015712,0.867941
4898,0.014112,0.881389
4899,0.000000,1.000000
4900,0.015950,0.865941
4901,0.020471,0.827938
4902,0.005495,0.953815
4903,0.000000,1.000000
4904,0.020346,0.828995
4905,0.000294,0.997531
4906,0.015835,0.866906
4907,0.022592,0.810112
4908,0.014838,0.875290
4909,0.021658,0.817962
4910,0.015300,0.871399
4911,0.014862,0.875082
4912,0.023989,0.798374
4913,0.007540,0.936629
4914,0.026530,0.777012
4915,0.026719,0.775424
4916,0.014829,0.875366
4917,0.027509,0.768784
4918,0.012181,0.897617
4919,0.016069,0.864940
4920,0.016069,0.864940
4921,0.021539,0.818965
4922,0.000000,1.000000
4923,0.028832,0.757665
4924,0.012343,0.896257
4925,0.015959,0.865867
4926,0.011954,0.899529
4927,0.006669,0.943943
4928,0.044296,0.627689
4929,0.006523,0.945177
4930,0.001392,0.988300
4931,0.001594,0.986600
4932,0.015617,0.868740
4933,0.036644,0.692008
4934,0.000000,1.000000
4935,0.014972,0.874161
4936,0.014972,0.874161
4937,0.030687,0.742074
4938,0.047028,0.604731
4939,0.016350,0.862582
4940,0.009936,0.916485
4941,0.008928,0.924958
4942,0.000000,1.000000
4943,0.008928,0.924958
4944,0.004975,0.958181
4945,0.026330,0.778697
4946,0.029357,0.753255
4947,0.000685,0.994244
4948,0.033846,0.715528
4949,0.013321,0.888034
4950,0.028690,0.758860
4951,0.011064,0.907005
4952,0.023832,0.799694
4953,0.024034,0.797997
4954,0.005560,0.953265
4955,0.028723,0.758583
4956,0.025221,0.788017
4957,0.019267,0.838058
4958,0.031657,0.733925
4959,0.016958,0.857470
4960,0.025303,0.787330
4961,0.014424,0.878765
4962,0.008282,0.930388
4963,0.008452,0.928958
4964,0.002238,0.981189
4965,0.009132,0.923244
4966,0.009116,0.923382
4967,0.012635,0.893799
4968,0.006339,0.946725
4969,0.010452,0.912155
4970,0.005711,0.951997
4971,0.008156,0.931446
4972,0.004204,0.964663
4973,0.035171,0.704390
4974,0.007556,0.936491
4975,0.004370,0.963267
4976,0.008943,0.924835
4977,0.007821,0.934268
4978,0.004458,0.962532
4979,0.005907,0.950355
4980,0.004828,0.959421
4981,0.021258,0.821328
4982,0.022855,0.807905
4983,0.008286,0.930360
4984,0.001650,0.986135
4985,0.005443,0.954253
4986,0.015790,0.867282
4987,0.013731,0.884589
4988,0.024162,0.796920
4989,0.020109,0.830980
4990,0.000000,1.000000
4991,0.007169,0.939744
4992,0.037004,0.688980
4993,0.026054,0.781014
4994,0.019289,0.837876
4995,0.008878,0.925382
4996,0.014671,0.876694
4997,0.000000,1.000000
4998,0.003558,0.970095
4999,0.004007,0.966318
5000,0.019516,0.835966
5001,0.013201,0.889050
5002,0.011729,0.901417
5003,0.000000,1.000000
5004,0.018178,0.847210
5005,0.016055,0.865059
5006,0.019733,0.834147
5007,0.012239,0.897128
5008,0.000000,1.000000
5009,0.002524,0.978783
5010,0.012239,0.897128
5011,0.017610,0.851984
5012,0.008663,0.927186
5013,0.005884,0.950546
5014,0.008559,0.928063
5015,0.022317,0.812424
5016,0.004373,0.963244
5017,0.027686,0.767295
5018,0.010965,0.907841
5019,0.014541,0.877785
5020,0.005519,0.953614
5021,0.006676,0.943889
5022,0.001445,0.987856
5023,0.004653,0.960893
5024,0.008501,0.928550
5025,0.025133,0.788761
5026,0.021385,0.820255
5027,0.011178,0.906053
5028,0.019273,0.838010
5029,0.014218,0.880494
5030,0.009292,0.921897
5031,0.017512,0.852810
5032,0.026054,0.781014
5033,0.013338,0.887891
5034,0.000637,0.994645
5035,0.007237,0.939169
5036,0.008238,0.930761
5037,0.006794,0.942899
5038,0.002196,0.981542
5039,0.008291,0.930312
5040,0.005476,0.953972
5041,0.008946,0.924813
5042,0.000389,0.996729
5043,0.009081,0.923671
5044,0.016227,0.863614
5045,0.000000,1.000000
5046,0.000000,1.000000
5047,0.004501,0.962168
5048,0.008723,0.926682
5049,0.009009,0.924277
5050,0.011325,0.904814
5051,0.003474,0.970801
5052,0.008814,0.925920
5053,0.027677,0.767372
5054,0.028177,0.763170
5055,0.031854,0.732264
5056,0.036541,0.692873
5057,0.023647,0.801250
5058,0.029571,0.751456
5059,0.006589,0.944622
5060,0.016627,0.860251
5061,0.007954,0.933147
5062,0.015570,0.869135
5063,0.006817,0.942706
5064,0.014631,0.877030
5065,0.009090,0.923595
5066,0.009394,0.921043
5067,0.003422,0.971240
5068,0.005482,0.953922
5069,0.030192,0.746238
5070,0.016351,0.862571
5071,0.022404,0.811692
5072,0.014900,0.874769
5073,0.026631,0.776170
5074,0.035861,0.698592
5075,0.016051,0.865092
5076,0.009020,0.924185
5077,0.009138,0.923199
5078,0.000000,1.000000
5079,0.010078,0.915294
5080,0.036492,0.693284
5081,0.036483,0.693357
5082,0.033846,0.715528
5083,0.012918,0.891425
5084,0.007855,0.933979
5085,0.000685,0.994244
5086,0.004975,0.958181
5087,0.002604,0.978110
5088,0.000000,1.000000
5089,0.008419,0.929242
5090,0.021159,0.822157
5091,0.009659,0.918817
5092,0.019050,0.839886
5093,0.003458,0.970934
5094,0.011970,0.899391
5095,0.020584,0.826990
5096,0.016779,0.858971
5097,0.017611,0.851977
5098,0.003589,0.969831
5099,0.005237,0.955981
5100,0.027325,0.770331
5101,0.018777,0.842177
5102,0.009413,0.920885
5103,0.002173,0.981737
5104,0.013513,0.886420
5105,0.021568,0.818722
5106,0.005763,0.951563
5107,0.026089,0.780722
5108,0.004263,0.964168
5109,0.002643,0.977782
5110,0.010679,0.910242
5111,0.018340,0.845854
5112,0.015971,0.865762
5113,0.005922,0.950222
5114,0.013191,0.889131
5115,0.000338,0.997161
5116,0.007900,0.933598
5117,0.012224,0.897254
5118,0.002800,0.976470
5119,0.000696,0.994147
5120,0.012391,0.895854
5121,0.003301,0.972253
5122,0.003548,0.970179
5123,0.002656,0.977676
5124,0.008668,0.927142
5125,0.001839,0.984546
5126,0.012759,0.892764
5127,0.000218,0.998166
5128,0.002069,0.982610
5129,0.002506,0.978939
5130,0.000000,1.000000
5131,0.008801,0.926027
5132,0.018369,0.845611
5133,0.002800,0.976470
5134,0.000000,1.000000
5135,0.004110,0.965455
5136,0.002007,0.983129
5137,0.004106,0.965493
5138,0.003108,0.973881
5139,0.006200,0.947892
5140,0.008703,0.926848
5141,0.022863,0.807835
5142,0.024737,0.792085
5143,0.005501,0.953761
5144,0.007060,0.940663
5145,0.029862,0.749011
5146,0.015184,0.872377
5147,0.000631,0.994695
5148,0.017145,0.855900
5149,0.018313,0.846081
5150,0.002249,0.981095
5151,0.003366,0.971712
5152,0.009974,0.916167
5153,0.000451,0.996207
5154,0.001240,0.989578
5155,0.012363,0.896091
5156,0.013721,0.884678
5157,0.027075,0.772433
5158,0.019993,0.831956
5159,0.004704,0.960464
5160,0.031960,0.731372
5161,0.001776,0.985071
5162,0.005616,0.952800
5163,0.012412,0.895678
5164,0.015228,0.872007
5165,0.015702,0.868026
5166,0.002509,0.978914
5167,0.013190,0.889138
5168,0.011630,0.902251
5169,0.019785,0.833704
5170,0.009791,0.917709
5171,0.002108,0.982282
5172,0.021825,0.816558
5173,0.021159,0.822157
5174,0.009089,0.923608
5175,0.023872,0.799357
5176,0.016588,0.860579
5177,0.010218,0.914120
5178,0.000322,0.997293
5179,0.005382,0.954762
5180,0.008658,0.927232
5181,0.007071,0.940569
5182,0.006899,0.942010
5183,0.010377,0.912781
5184,0.022327,0.812340
5185,0.014680,0.876613
5186,0.050616,0.574572
5187,0.032071,0.730439
5188,0.017973,0.848941
5189,0.014460,0.878468
5190,0.059488,0.500000
5191,0.042582,0.642099
5192,0.002348,0.980264
5193,0.002348,0.980264
5194,0.024697,0.792421
5195,0.025176,0.788396
5196,0.007567,0.936399
5197,0.013065,0.890190
5198,0.000918,0.992284
